corpus	file	width	height	preset	quality	method	zen_bytes	lib_bytes	size_ratio	zen_encode_ms	lib_encode_ms	speed_ratio	zen_butter	lib_butter	butter_delta	zen_ssim2	lib_ssim2	ssim2_delta
cid22	1001682.png	512	512	Drawing	50	0	29384	42714	0.687924	6.742	3.498	1.9273	3.6217	3.4445	0.1772	59.3217	60.1170	-0.7953
cid22	1200348.png	512	512	Drawing	50	0	11038	12666	0.871467	5.240	2.338	2.2410	4.1578	4.6256	-0.4679	61.9473	62.4781	-0.5308
cid22	146083.png	512	512	Drawing	50	0	39202	41934	0.934850	7.534	4.176	1.8041	3.6257	4.5872	-0.9614	66.5429	66.6143	-0.0714
cid22	162511.png	512	512	Drawing	50	0	52254	53284	0.980670	8.566	4.838	1.7705	3.4019	3.4182	-0.0163	64.5368	64.1567	0.3801
cid22	207691.png	512	512	Drawing	50	0	33828	35288	0.958626	7.108	3.594	1.9777	3.5119	3.5547	-0.0427	64.8908	65.4218	-0.5309
cid22	2290070.png	512	512	Drawing	50	0	19100	18840	1.013800	5.745	2.836	2.0257	3.7232	4.0455	-0.3223	64.3702	65.3834	-1.0132
cid22	262780.png	512	512	Drawing	50	0	25754	26942	0.955905	6.689	3.470	1.9279	3.9138	3.5706	0.3432	52.4340	53.6852	-1.2512
cid22	3316926_opo25u.png	512	512	Drawing	50	0	10928	11792	0.926730	5.336	2.399	2.2241	4.9755	4.6893	0.2861	62.3816	62.5524	-0.1708
cid22	3779828.png	512	512	Drawing	50	0	49316	49680	0.992673	8.493	4.586	1.8519	3.2197	3.4195	-0.1998	64.8127	65.6881	-0.8753
cid22	5212582.png	512	512	Drawing	50	0	4240	4134	1.025641	4.382	1.882	2.3289	4.7867	4.1479	0.6389	60.2303	60.6628	-0.4326
cid22	675951.png	512	512	Drawing	50	0	24642	27976	0.880826	6.514	3.158	2.0629	4.9815	5.0110	-0.0294	66.9086	67.4473	-0.5388
cid22	962312.png	512	512	Drawing	50	0	29714	32572	0.912256	5.902	3.341	1.7666	2.8985	3.5534	-0.6549	75.4785	75.7033	-0.2248
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	50	0	25540	25962	0.983745	6.773	3.232	2.0955	5.4245	5.0828	0.3417	63.8396	63.8163	0.0233
cid22	pexels-photo-2908983.png	512	512	Drawing	50	0	7596	7870	0.965184	4.879	2.626	1.8583	4.0912	4.1620	-0.0709	58.6196	59.6534	-1.0338
cid22	pexels-photo-4672246.png	512	512	Drawing	50	0	16916	18390	0.919848	5.698	2.871	1.9844	3.9968	4.2572	-0.2604	59.8539	60.7939	-0.9399
cid22	1001682.png	512	512	Drawing	50	4	27516	27176	1.012511	17.408	13.654	1.2750	3.4915	3.2298	0.2617	59.8654	59.9350	-0.0696
cid22	1200348.png	512	512	Drawing	50	4	8774	8738	1.004120	14.052	10.533	1.3341	4.2833	3.9661	0.3172	62.3486	64.8215	-2.4729
cid22	146083.png	512	512	Drawing	50	4	36022	35770	1.007045	19.849	15.526	1.2784	3.6012	3.6821	-0.0809	66.4442	66.9761	-0.5319
cid22	162511.png	512	512	Drawing	50	4	45572	45618	0.998992	22.029	16.885	1.3046	3.2014	3.2526	-0.0513	64.6562	64.0028	0.6534
cid22	207691.png	512	512	Drawing	50	4	26476	26404	1.002727	17.599	12.935	1.3605	3.3404	3.2888	0.0516	65.2646	66.1669	-0.9023
cid22	2290070.png	512	512	Drawing	50	4	13670	13578	1.006776	14.103	11.635	1.2121	3.8661	3.7997	0.0663	65.0532	66.4911	-1.4378
cid22	262780.png	512	512	Drawing	50	4	24280	23752	1.022230	19.117	13.832	1.3821	3.6790	3.8871	-0.2081	52.1718	52.3778	-0.2060
cid22	3316926_opo25u.png	512	512	Drawing	50	4	8886	8776	1.012534	14.840	10.998	1.3493	4.5612	5.4154	-0.8541	62.4552	65.4838	-3.0286
cid22	3779828.png	512	512	Drawing	50	4	42532	42472	1.001413	20.650	14.654	1.4091	2.8373	2.8605	-0.0232	65.1683	64.9560	0.2122
cid22	5212582.png	512	512	Drawing	50	4	3524	3514	1.002846	11.268	8.722	1.2920	4.1465	3.7415	0.4050	61.5592	68.0644	-6.5052
cid22	675951.png	512	512	Drawing	50	4	19776	19702	1.003756	17.108	12.208	1.4014	4.8804	5.0605	-0.1802	67.2670	68.4812	-1.2142
cid22	962312.png	512	512	Drawing	50	4	26414	26304	1.004182	14.648	11.522	1.2713	2.8104	2.6730	0.1373	75.8385	77.1508	-1.3123
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	50	4	22096	21956	1.006376	14.520	11.134	1.3041	5.5839	5.6084	-0.0245	64.0049	66.7519	-2.7470
cid22	pexels-photo-2908983.png	512	512	Drawing	50	4	6604	6506	1.015063	13.552	10.094	1.3426	4.9253	4.0768	0.8485	59.4861	60.9149	-1.4287
cid22	pexels-photo-4672246.png	512	512	Drawing	50	4	14026	13914	1.008049	15.588	11.745	1.3272	4.0136	4.0317	-0.0181	60.2543	62.0947	-1.8404
cid22	1001682.png	512	512	Drawing	50	6	25008	25742	0.971486	39.821	31.571	1.2613	3.6290	3.4344	0.1947	58.8812	60.3653	-1.4841
cid22	1200348.png	512	512	Drawing	50	6	8546	8522	1.002816	19.341	14.702	1.3156	3.7315	3.9301	-0.1986	62.5181	64.7478	-2.2296
cid22	146083.png	512	512	Drawing	50	6	32858	33234	0.988686	47.120	37.157	1.2681	4.1959	3.6691	0.5269	66.0997	66.7594	-0.6597
cid22	162511.png	512	512	Drawing	50	6	42560	43094	0.987608	52.227	43.494	1.2008	3.2832	3.4000	-0.1169	63.9783	63.4916	0.4867
cid22	207691.png	512	512	Drawing	50	6	24970	24994	0.999040	37.732	30.232	1.2481	3.3088	3.6767	-0.3680	64.3752	65.4775	-1.1023
cid22	2290070.png	512	512	Drawing	50	6	12982	12932	1.003866	25.682	19.590	1.3110	3.6552	3.7652	-0.1101	64.5792	65.8186	-1.2394
cid22	262780.png	512	512	Drawing	50	6	21566	21900	0.984749	37.047	30.073	1.2319	3.6384	3.8633	-0.2249	51.9623	52.7390	-0.7767
cid22	3316926_opo25u.png	512	512	Drawing	50	6	8734	8606	1.014873	22.504	16.443	1.3686	4.4146	4.5520	-0.1374	62.8255	65.9132	-3.0877
cid22	3779828.png	512	512	Drawing	50	6	40478	41252	0.981237	52.656	41.076	1.2819	3.0001	3.0650	-0.0649	64.6896	65.2363	-0.5467
cid22	5212582.png	512	512	Drawing	50	6	3508	3472	1.010369	14.755	10.024	1.4719	3.8677	3.8004	0.0672	61.4815	68.0261	-6.5446
cid22	675951.png	512	512	Drawing	50	6	19186	18988	1.010428	28.436	22.922	1.2406	5.4465	4.6144	0.8321	67.2838	68.4363	-1.1526
cid22	962312.png	512	512	Drawing	50	6	25634	25712	0.996966	30.630	25.858	1.1846	2.9135	2.8399	0.0735	75.1042	76.5117	-1.4075
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	50	6	21362	21392	0.998598	28.746	22.061	1.3030	5.5926	5.8488	-0.2561	63.8959	67.2532	-3.3573
cid22	pexels-photo-2908983.png	512	512	Drawing	50	6	6608	6512	1.014742	17.892	12.911	1.3857	3.9429	3.9612	-0.0183	60.5286	62.0285	-1.4999
cid22	pexels-photo-4672246.png	512	512	Drawing	50	6	13196	13154	1.003193	24.877	19.753	1.2594	3.6941	4.2131	-0.5191	60.6742	62.2319	-1.5578
cid22	1001682.png	512	512	Drawing	75	0	39700	59984	0.661843	7.668	3.991	1.9214	2.7495	2.5097	0.2399	70.0648	70.2276	-0.1628
cid22	1200348.png	512	512	Drawing	75	0	14768	17248	0.856215	5.621	2.693	2.0869	3.5533	3.0132	0.5401	70.5267	70.5892	-0.0625
cid22	146083.png	512	512	Drawing	75	0	52786	54850	0.962370	8.351	4.858	1.7190	2.5838	3.3991	-0.8153	75.2603	74.8957	0.3646
cid22	162511.png	512	512	Drawing	75	0	67654	68936	0.981403	10.335	5.702	1.8126	2.5494	2.7512	-0.2018	72.5690	72.3536	0.2154
cid22	207691.png	512	512	Drawing	75	0	43816	45160	0.970239	7.529	4.052	1.8581	2.7147	3.0701	-0.3554	72.0982	72.0616	0.0366
cid22	2290070.png	512	512	Drawing	75	0	23908	22288	1.072685	6.234	3.176	1.9629	2.9828	2.7967	0.1860	72.4911	72.7468	-0.2556
cid22	262780.png	512	512	Drawing	75	0	37304	39274	0.949840	7.000	3.819	1.8329	2.8770	2.8915	-0.0144	65.5250	66.2196	-0.6946
cid22	3316926_opo25u.png	512	512	Drawing	75	0	14740	16256	0.906742	5.786	2.697	2.1452	3.4647	3.9239	-0.4592	71.4684	71.8327	-0.3643
cid22	3779828.png	512	512	Drawing	75	0	62390	62264	1.002024	9.260	5.468	1.6935	2.4493	2.5333	-0.0840	74.2211	74.4177	-0.1966
cid22	5212582.png	512	512	Drawing	75	0	5586	5550	1.006486	4.555	1.949	2.3375	3.3380	3.3569	-0.0188	68.3686	69.1842	-0.8156
cid22	675951.png	512	512	Drawing	75	0	32068	37516	0.854782	7.189	3.651	1.9691	3.6428	3.7193	-0.0765	73.9069	74.3069	-0.4000
cid22	962312.png	512	512	Drawing	75	0	34908	37124	0.940308	6.677	3.911	1.7071	2.3142	2.4854	-0.1712	79.6863	79.2085	0.4778
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	75	0	31516	32254	0.977119	6.441	3.477	1.8524	6.1461	5.8472	0.2989	70.8368	71.5270	-0.6902
cid22	pexels-photo-2908983.png	512	512	Drawing	75	0	10514	11014	0.954603	5.072	2.306	2.2000	2.9468	2.9803	-0.0335	69.2146	69.8185	-0.6039
cid22	pexels-photo-4672246.png	512	512	Drawing	75	0	23016	24604	0.935458	6.547	3.253	2.0127	3.5022	3.2513	0.2509	69.2731	69.7784	-0.5053
cid22	1001682.png	512	512	Drawing	75	4	36956	37010	0.998541	19.380	15.138	1.2802	2.6532	2.4906	0.1626	70.1182	70.0015	0.1168
cid22	1200348.png	512	512	Drawing	75	4	11790	11792	0.999830	14.382	11.034	1.3034	2.8603	3.1807	-0.3204	70.9996	72.4706	-1.4710
cid22	146083.png	512	512	Drawing	75	4	49214	49498	0.994262	21.636	16.787	1.2888	2.7385	2.8957	-0.1571	75.6618	75.6955	-0.0338
cid22	162511.png	512	512	Drawing	75	4	60802	60734	1.001120	23.209	17.854	1.2999	2.4964	2.4244	0.0720	72.5423	72.3450	0.1973
cid22	207691.png	512	512	Drawing	75	4	35442	35296	1.004136	19.190	14.666	1.3084	2.6743	2.4947	0.1796	71.8832	73.0493	-1.1661
cid22	2290070.png	512	512	Drawing	75	4	17608	17556	1.002962	15.827	11.804	1.3408	2.6996	2.6709	0.0288	72.7019	73.5780	-0.8761
cid22	262780.png	512	512	Drawing	75	4	35320	35418	0.997233	20.377	14.775	1.3791	2.7897	2.8826	-0.0929	65.3577	65.7638	-0.4061
cid22	3316926_opo25u.png	512	512	Drawing	75	4	12282	12078	1.016890	15.911	12.032	1.3224	2.9054	3.2379	-0.3325	72.4192	73.1614	-0.7422
cid22	3779828.png	512	512	Drawing	75	4	54840	54814	1.000474	21.418	16.323	1.3121	2.3847	2.3467	0.0380	74.1692	74.3134	-0.1442
cid22	5212582.png	512	512	Drawing	75	4	4726	4602	1.026945	12.500	9.294	1.3449	2.9267	3.1737	-0.2470	69.5503	73.1108	-3.5606
cid22	675951.png	512	512	Drawing	75	4	26414	26274	1.005328	18.783	13.201	1.4229	3.3319	3.5841	-0.2522	74.5430	74.8776	-0.3346
cid22	962312.png	512	512	Drawing	75	4	31542	31378	1.005227	15.437	12.083	1.2776	2.2542	2.2524	0.0017	80.2543	81.4339	-1.1796
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	75	4	27636	27600	1.001304	15.788	12.072	1.3078	5.8821	5.4938	0.3883	71.2558	73.6542	-2.3985
cid22	pexels-photo-2908983.png	512	512	Drawing	75	4	9084	9120	0.996053	14.804	10.806	1.3700	2.8994	3.1135	-0.2142	70.0459	70.3846	-0.3387
cid22	pexels-photo-4672246.png	512	512	Drawing	75	4	19376	19268	1.005605	16.835	12.560	1.3403	3.1375	2.9923	0.1452	69.8884	71.1274	-1.2390
cid22	1001682.png	512	512	Drawing	75	6	34900	35182	0.991985	45.569	37.952	1.2007	2.5805	2.7285	-0.1480	70.0319	70.1955	-0.1637
cid22	1200348.png	512	512	Drawing	75	6	11368	11572	0.982371	22.008	16.736	1.3149	3.1763	3.0982	0.0780	70.1576	72.8012	-2.6435
cid22	146083.png	512	512	Drawing	75	6	45618	46456	0.981961	54.503	47.167	1.1555	2.6974	2.5652	0.1322	75.1674	75.5540	-0.3866
cid22	162511.png	512	512	Drawing	75	6	57360	57802	0.992353	58.075	49.915	1.1635	2.8126	2.4486	0.3640	72.5711	72.0986	0.4725
cid22	207691.png	512	512	Drawing	75	6	33448	33456	0.999761	42.348	33.066	1.2807	2.6587	2.4564	0.2023	71.6917	72.7002	-1.0085
cid22	2290070.png	512	512	Drawing	75	6	17030	16792	1.014173	28.742	23.062	1.2463	2.7420	2.6677	0.0743	72.2212	72.5394	-0.3182
cid22	262780.png	512	512	Drawing	75	6	31830	32946	0.966126	49.250	38.009	1.2957	3.0424	2.9153	0.1271	65.0930	65.9880	-0.8950
cid22	3316926_opo25u.png	512	512	Drawing	75	6	11858	11784	1.006280	23.454	19.040	1.2318	3.6367	3.4977	0.1390	72.1166	73.7646	-1.6480
cid22	3779828.png	512	512	Drawing	75	6	52672	53428	0.985850	53.036	44.919	1.1807	2.4629	2.3891	0.0738	74.3546	74.6192	-0.2646
cid22	5212582.png	512	512	Drawing	75	6	4642	4550	1.020220	16.647	11.837	1.4063	3.2580	3.1025	0.1556	69.0273	73.2342	-4.2069
cid22	675951.png	512	512	Drawing	75	6	25766	25526	1.009402	32.075	25.270	1.2693	3.4327	3.2144	0.2183	74.7758	74.9533	-0.1775
cid22	962312.png	512	512	Drawing	75	6	30776	30860	0.997278	32.909	27.683	1.1888	2.2559	2.2432	0.0127	79.7429	81.0534	-1.3105
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	75	6	26978	27096	0.995645	30.050	22.896	1.3125	5.8590	6.0369	-0.1779	71.8677	73.8117	-1.9440
cid22	pexels-photo-2908983.png	512	512	Drawing	75	6	9036	8966	1.007807	19.805	14.224	1.3924	2.8285	3.2699	-0.4414	70.2675	70.9573	-0.6897
cid22	pexels-photo-4672246.png	512	512	Drawing	75	6	18288	18242	1.002522	30.424	22.323	1.3629	3.1726	3.1441	0.0285	69.9137	70.7340	-0.8203
cid22	1001682.png	512	512	Drawing	90	0	72974	98190	0.743192	10.023	7.264	1.3799	1.7701	1.5605	0.2096	82.6199	82.9542	-0.3343
cid22	1200348.png	512	512	Drawing	90	0	28072	26864	1.044967	6.419	3.957	1.6222	2.5067	2.6697	-0.1630	82.1345	82.5786	-0.4441
cid22	146083.png	512	512	Drawing	90	0	92076	92170	0.998980	12.272	8.099	1.5152	1.5149	1.9969	-0.4819	86.4788	86.2658	0.2130
cid22	162511.png	512	512	Drawing	90	0	112282	110472	1.016384	13.280	9.627	1.3794	1.8520	1.8216	0.0305	82.2274	82.2188	0.0086
cid22	207691.png	512	512	Drawing	90	0	78860	82068	0.960910	10.216	6.712	1.5221	1.4755	1.6176	-0.1422	81.6201	81.3859	0.2342
cid22	2290070.png	512	512	Drawing	90	0	40138	36804	1.090588	7.839	4.845	1.6180	1.8382	1.6564	0.1818	82.9049	83.1378	-0.2329
cid22	262780.png	512	512	Drawing	90	0	75950	80224	0.946724	10.125	7.110	1.4241	1.6372	1.8187	-0.1815	82.3935	82.4991	-0.1056
cid22	3316926_opo25u.png	512	512	Drawing	90	0	30786	29272	1.051722	6.854	4.279	1.6016	1.7551	1.7261	0.0290	83.9606	84.3183	-0.3577
cid22	3779828.png	512	512	Drawing	90	0	98874	95300	1.037503	11.506	7.892	1.4580	1.9022	1.4613	0.4409	84.4948	84.5412	-0.0464
cid22	5212582.png	512	512	Drawing	90	0	11826	11196	1.056270	5.488	3.330	1.6477	1.9588	1.8730	0.0858	81.0876	82.2319	-1.1443
cid22	675951.png	512	512	Drawing	90	0	59760	63266	0.944583	9.374	5.774	1.6235	1.9004	2.0668	-0.1664	83.5536	83.8014	-0.2479
cid22	962312.png	512	512	Drawing	90	0	48930	47410	1.032061	7.030	5.082	1.3832	1.8799	1.7952	0.0848	86.4899	86.4547	0.0352
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	90	0	50350	49382	1.019602	8.061	5.578	1.4451	5.8293	5.7141	0.1152	79.1008	79.3328	-0.2320
cid22	pexels-photo-2908983.png	512	512	Drawing	90	0	22616	21378	1.057910	6.250	4.004	1.5608	1.9550	1.7597	0.1952	83.4365	83.5651	-0.1287
cid22	pexels-photo-4672246.png	512	512	Drawing	90	0	46568	45312	1.027719	8.294	5.391	1.5385	1.8607	2.3227	-0.4620	82.9845	82.6992	0.2853
cid22	1001682.png	512	512	Drawing	90	4	69810	70166	0.994926	22.676	17.813	1.2730	1.5249	1.5232	0.0017	82.9639	83.1820	-0.2181
cid22	1200348.png	512	512	Drawing	90	4	23074	23126	0.997751	17.244	12.803	1.3469	2.3657	2.4706	-0.1050	83.1553	83.1893	-0.0340
cid22	146083.png	512	512	Drawing	90	4	88060	88944	0.990061	25.895	20.240	1.2794	1.3873	1.5264	-0.1391	86.5399	86.8823	-0.3424
cid22	162511.png	512	512	Drawing	90	4	106594	105470	1.010657	26.266	20.634	1.2730	1.8215	1.7397	0.0818	82.7368	82.5488	0.1881
cid22	207691.png	512	512	Drawing	90	4	70320	70312	1.000114	23.231	18.092	1.2840	1.4953	1.4617	0.0336	81.9523	81.8662	0.0861
cid22	2290070.png	512	512	Drawing	90	4	31940	31810	1.004087	18.171	13.863	1.3108	1.6794	1.5262	0.1533	83.6117	83.5715	0.0402
cid22	262780.png	512	512	Drawing	90	4	74528	75076	0.992701	25.480	19.037	1.3384	1.4704	1.5744	-0.1041	82.2701	82.5519	-0.2819
cid22	3316926_opo25u.png	512	512	Drawing	90	4	27006	26398	1.023032	19.041	13.820	1.3778	1.8776	1.7801	0.0975	84.6521	84.2368	0.4154
cid22	3779828.png	512	512	Drawing	90	4	90660	91192	0.994166	24.344	19.198	1.2681	1.4950	1.3983	0.0966	84.4489	84.8697	-0.4209
cid22	5212582.png	512	512	Drawing	90	4	9734	10090	0.964718	14.806	11.103	1.3335	1.9735	1.9050	0.0686	81.3237	82.4696	-1.1459
cid22	675951.png	512	512	Drawing	90	4	52668	52414	1.004846	21.772	16.461	1.3227	2.0270	2.1305	-0.1036	83.8197	83.7677	0.0520
cid22	962312.png	512	512	Drawing	90	4	45326	45138	1.004165	17.518	13.702	1.2785	1.7259	1.7260	-0.0000	87.3183	87.3995	-0.0813
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	90	4	44392	44580	0.995783	18.004	13.784	1.3061	5.6039	5.7426	-0.1386	79.5967	79.7403	-0.1436
cid22	pexels-photo-2908983.png	512	512	Drawing	90	4	19680	19566	1.005826	17.384	12.733	1.3652	1.6920	1.5954	0.0966	84.5470	84.2801	0.2669
cid22	pexels-photo-4672246.png	512	512	Drawing	90	4	41826	41474	1.008487	20.528	15.438	1.3297	1.8492	1.8278	0.0214	83.4093	83.2351	0.1742
cid22	1001682.png	512	512	Drawing	90	6	68022	68628	0.991170	54.669	47.122	1.1602	1.6397	1.5241	0.1157	82.8285	83.2652	-0.4367
cid22	1200348.png	512	512	Drawing	90	6	22572	22588	0.999292	29.283	23.871	1.2267	2.4612	2.4623	-0.0011	83.2060	83.2632	-0.0572
cid22	146083.png	512	512	Drawing	90	6	85500	87020	0.982533	66.586	61.219	1.0877	1.3203	1.2704	0.0498	86.4388	86.7517	-0.3129
cid22	162511.png	512	512	Drawing	90	6	103610	103356	1.002458	69.860	60.683	1.1512	2.0490	1.7686	0.2804	82.4701	82.4796	-0.0095
cid22	207691.png	512	512	Drawing	90	6	66658	66754	0.998562	56.013	47.751	1.1730	1.5025	1.5576	-0.0551	81.8309	81.7250	0.1060
cid22	2290070.png	512	512	Drawing	90	6	30816	30814	1.000065	34.464	28.828	1.1955	1.9117	1.7319	0.1798	83.5135	83.2950	0.2184
cid22	262780.png	512	512	Drawing	90	6	69978	71420	0.979810	64.200	55.464	1.1575	1.5885	1.7750	-0.1865	81.8856	82.3334	-0.4478
cid22	3316926_opo25u.png	512	512	Drawing	90	6	25462	24768	1.028020	33.575	27.010	1.2431	1.7290	1.7320	-0.0030	84.8913	83.9897	0.9017
cid22	3779828.png	512	512	Drawing	90	6	88568	89808	0.986193	60.399	52.113	1.1590	1.4952	1.4531	0.0421	84.5042	84.8259	-0.3217
cid22	5212582.png	512	512	Drawing	90	6	9728	9952	0.977492	21.834	16.260	1.3428	1.9702	1.8005	0.1697	81.5996	82.6441	-1.0445
cid22	675951.png	512	512	Drawing	90	6	50536	50380	1.003096	42.455	36.253	1.1711	1.9633	2.0005	-0.0372	83.8716	83.6571	0.2145
cid22	962312.png	512	512	Drawing	90	6	44964	44660	1.006807	34.217	30.232	1.1318	2.3770	1.7241	0.6529	85.8287	87.2222	-1.3935
cid22	klepas-Gentle-giants-of-the-sea-3.png	512	512	Drawing	90	6	43650	43960	0.992948	35.615	29.248	1.2177	5.7481	5.6880	0.0601	79.6268	79.9304	-0.3036
cid22	pexels-photo-2908983.png	512	512	Drawing	90	6	19456	19276	1.009338	25.916	21.367	1.2129	1.6918	1.7147	-0.0229	84.7975	84.0532	0.7442
cid22	pexels-photo-4672246.png	512	512	Drawing	90	6	38454	38954	0.987164	43.011	35.114	1.2249	1.9069	1.9452	-0.0383	83.2152	83.2502	-0.0350
